"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2020/02/03","03:18","-0.008","0.078","-"
"2020/02/03","03:24","-0.008","0.078","-"
"2020/02/03","03:30","-0.008","0.075","-"
"2020/02/03","03:36","-0.007","0.076","-"
"2020/02/03","03:42","-0.007","0.079","-"
"2020/02/03","03:48","-0.007","0.079","-"
"2020/02/03","03:54","-0.007","0.081","-"
"2020/02/03","04:00","-0.007","0.077","-"
"2020/02/03","04:06","-0.007","0.08","-"
"2020/02/03","04:12","-0.007","0.081","-"
"2020/02/03","04:18","-0.007","0.085","-"
"2020/02/03","04:24","-0.007","0.086","-"
"2020/02/03","04:30","-0.008","0.088","-"
"2020/02/03","04:36","-0.008","0.089","-"
"2020/02/03","04:42","-0.008","0.087","-"
"2020/02/03","04:48","-0.009","0.086","-"
"2020/02/03","04:54","-0.009","0.084","-"
"2020/02/03","05:00","-0.009","0.083","-"
"2020/02/03","05:06","-0.01","0.082","-"
"2020/02/03","05:12","-0.01","0.079","-"
"2020/02/03","05:18","-0.011","0.076","-"
"2020/02/03","05:24","-0.012","0.075","-"
"2020/02/03","05:30","-0.012","0.076","-"
"2020/02/03","05:36","-0.013","0.074","-"
"2020/02/03","05:42","-0.014","0.071","-"
"2020/02/03","05:48","-0.015","0.067","-"
"2020/02/03","05:54","-0.016","0.066","-"
"2020/02/03","06:00","-0.017","0.065","-"
"2020/02/03","06:06","-0.018","0.067","-"
"2020/02/03","06:12","-0.019","0.064","-"
"2020/02/03","06:18","-0.02","0.063","-"
"2020/02/03","06:24","-0.021","0.063","-"
"2020/02/03","06:30","-0.022","0.06","-"
"2020/02/03","06:36","-0.024","0.059","-"
"2020/02/03","06:42","-0.025","0.061","-"
"2020/02/03","06:48","-0.026","0.062","-"
"2020/02/03","06:54","-0.028","0.063","-"
"2020/02/03","07:00","-0.029","0.058","-"
"2020/02/03","07:06","-0.031","0.058","-"
"2020/02/03","07:12","-0.032","0.055","-"
"2020/02/03","07:18","-0.034","0.054","-"
"2020/02/03","07:24","-0.036","0.053","-"
"2020/02/03","07:30","-0.037","0.052","-"
"2020/02/03","07:36","-0.039","0.05","-"
"2020/02/03","07:42","-0.041","0.047","-"
"2020/02/03","07:48","-0.043","0.043","-"
"2020/02/03","07:54","-0.045","0.039","-"
"2020/02/03","08:00","-0.047","0.04","-"
"2020/02/03","08:06","-0.049","0.038","-"
"2020/02/03","08:12","-0.051","0.039","-"
"2020/02/03","08:18","-0.053","0.036","-"
"2020/02/03","08:24","-0.055","0.031","-"
"2020/02/03","08:30","-0.057","0.029","-"
"2020/02/03","08:36","-0.059","0.029","-"
"2020/02/03","08:42","-0.061","0.03","-"
